  500   50000
  325     307      39
  258     397       9
  261     363       1
  475     197      15
  216     346       2
  163      24      34
  101     198      48
  236     379      21
  444     378      27
  399     235      41
   86     331      22
   49     425      12
  226     234      46
  500      69      45
  247     455      47
    1      32       2
  360      48      50
  217     149      23
  118     270      20
  498     190      22
  409     115      13
  468     339      17
  129      37      38
  255     162      50
  495     102      36
   62      10      38
  315     114      33
  480     152       5
  149       6       1
  145     292      49
   49     432      22
   60      27      30
  403     444      23
  391     263      18
  475     405      44
  416     150      29
    2     198      48
  360     331      42
  101     121       3
  103      80      27
  483      25      35
  122      90       2
  215     163      23
  318     486       7
  128     159      20
  172      97      13
  483      68       9
  269     242      47
  486     195      43
    7     328      20
  119     165      49
  251     499      10
  343     164      29
  464     142      20
  473     367      39
   92     205       8
  481      79      50
  265      86      34
  494     427      25
  249      49      42
  244     331      15
  181       4      49
  277     113      29
  254     112      22
  286     131      25
  266     400      28
  420      24      26
  376     304       9
  373     192      35
  280     126       9
  484     184      33
   12     200      15
  206     445      50
  282     434      23
  229     410      26
  494     382      43
  484      66      17
  321      28      41
  204     151      12
  137     159      44
  309     453      46
  489     292      36
  394     355      36
  500     139      34
  381     452      36
  202     328      12
  437     213      18
  328     254       6
  211     142       3
   99     385      47
  114     488      50
  334      65      49
   15     228       7
  275     210       5
  185      98      45
  331      11      46
  205     395      41
  413     139       3
  230      16      36
  117     208      36
  283     185       2
   88      86      14
  165     302      47
  282     460      30
  232     196      19
  339     220      23
  369     418       3
  422     328      11
  202     316      21
  283      30       3
  132      71      44
   97     241       6
   89     173      26
  119      31      24
  253     449      18
  137     229      27
  207     156      18
  186     302      45
  149     428      14
  265      67      10
  240     458      38
   42     439      47
  148     131      29
   97     333      19
  262      43      49
   39     354      17
  325      31      39
  387     124      35
   11      54      43
  305     174      48
  351     499       1
  401     135      46
  211     322      46
  129     302      11
  440     197      13
  420     495      10
  178      25      17
  168     203      35
  345       8      23
  338     472      36
  242     477      21
  225     465      21
  455     258      29
  126     244      39
  394     270      13
   10      30      40
   90     106      17
  482     153      41
  207     313      17
   37     386       4
  403     252      22
  152     475      16
  463     344      22
  495     426      31
   63      53      50
   12     274      27
  277     279      30
  102     346      18
  161     165       7
    3     489      40
  484     474      10
  287     309      20
  341     276      50
  307     225      23
   14     337      32
   45     195      23
  461     297      28
  285      62      22
  219     267      45
    9      88      24
  128     482      45
  458     375      32
  178     135      32
  432     448      43
  335     197       6
  346     437      11
  359     194       6
  498     199      38
  142     142      20
  364     390      39
    9     175      50
  301     115      25
   21     140      36
  484      76      27
  225      73      10
  220     244      50
   13     457      43
   85      33      26
   46     381      13
  474     442      24
  247     263      32
  267     440      47
   99     480      38
   60     146       9
  363     276      29
  213     289      42
  185     344      16
   77     352      43
  264     257      48
  163     172      42
  372     332      47
  444     359      20
  306     272       1
  231     417      36
  469      25       1
  260     276      45
  166     292      29
    9     284      17
  354     401      16
  189      48       9
   83     208       9
   35     499      41
  467     170       9
  282     385       9
   30     430       8
  238      89      36
  496     112      15
  100     422      20
  272     226      50
  359     421      11
  265     281       6
  383     389       9
  369     497      25
  163     294      47
   98     116      45
   43     277      30
  232     187      11
  389     118      35
  266      41      10
  406     440      16
  334      95       2
  162      16      46
  146     128      48
  434     288      10
  102     391       1
  134      20      27
  368     151      43
  286     395      41
   71     166      30
   54     177      13
  226     321      49
  465     384      27
  174     454       4
  339     126      14
  109      77      37
  478     238      38
  247      12      27
  497     465      13
  391     416      20
  383     111      37
  184      23      50
  151      41       1
  317     458       4
  355     152       8
   19      83      28
   98     332      43
  484     348      47
  271     353      49
  403     109      34
  334      25      18
  281     192      49
  387      47      32
  412     112      21
  265      49      29
  203     244      28
  163     121      42
  190     306      11
  480      90      28
  373     378      28
  254     329      11
  284     346      22
  193     140      10
  465      49      28
   16     119       9
  137     147      48
  393     343       8
  300     100      18
  380     223      34
  222     218       9
   24     241      16
  194     202      20
  155      14       6
   95     280      39
  345     179       6
  183     383      11
   60     163      24
  410      41      29
  324     440      10
  368     364      42
  372     396       2
  147     410      49
   87      38      33
   63     181      41
  114     183       7
  500     281      16
  356     230      49
  451      21      47
   36     280       3
  267      77      43
   92      97      28
  205      27      21
  367     464      46
  406     399      15
  313     119      23
  183     113      15
  496     207      20
  311      67      26
   19      39      21
  418      48      41
  366      79       3
  411     212      19
  431      67      25
  243       1      22
  424      24       8
  185     229      34
   45     335      23
   50     366      10
  120      94      28
  130     407      16
    8     194       7
  447     430      38
   80     341      22
  106       6      13
  336     173       7
  278     220      34
  108     198      23
  434     398      50
  178     264      30
  397     454      12
   19     163      19
  293     110      43
  280     159      31
   50     290      41
  421     388      22
  492      10      36
  114     206      49
  396     136      25
  161     157      26
  292     162       9
  208      74      42
   33     260      38
  219     445      39
  435     199      24
  270     215      47
   36     185      21
  339      19      36
  164     100      15
  156     448      15
  450     257      36
  325     131      47
  452     180      41
  197     421      47
  118     112      34
  163     156       9
  122     370      22
  377     127      23
  156     473      23
  412     102      33
  215      90      38
  192     381      36
  358     138      15
   39     157      42
  180     401      14
  433     305      47
  412      51      44
  314     493      39
  144      26      17
  258     218      30
   42     110      29
   38     479      26
   41     320      24
  277     235      15
   79     319      23
    3     471       9
   43      92      29
  158     129      33
  464     496      28
  455     244      14
  209      48      23
  427     238      38
  477      56       5
  296     391      37
  197     221       8
  383     361      45
  324     229      12
  367      90      26
  105     364       9
    7     462      34
  439     421      16
  460     185      26
  190      25      49
  385     149      44
  437     465      10
   47     396      27
  347     386      44
  277     439      13
   66     233      12
  186     223      21
  171     184      12
  191     222      44
  175       9      15
  440     244      21
  492     151       9
  285      78      48
  277     470      13
  376     291      22
  208     191      40
  383      38       8
  470     301      14
   94      61      33
  116     302      21
   16     481      27
  225     374      49
  226     435      22
  209      48       5
  105     260      36
  435       5      49
  101      69      36
  137     207      21
   12      69       8
  440      57      40
  303     235       4
  300     441      41
  218      43      43
  415     104      17
  159     332      23
  189     377      34
  360     127      26
  151     413      39
  302     361       3
   13      87      21
   21     218      16
  296     333       7
  227      11      38
   36     410      39
  252     242      20
  214      50       9
  384     236      47
  245       4       2
  277     126      11
  364     347      31
  441      39      14
  323     358      25
   16     295       5
  412     417      11
  196     385       4
  331     442       5
  429      39      21
  284     459       2
  338      55      40
  146     373      41
  464     483       3
   88     199      16
  351      75      19
  468     210       5
  188     206      30
  376     398      47
   50     363       6
  417     114      30
    2     383      40
  385     351      21
  486     161       4
  477      74      20
  312     186      20
  489     185      44
  126     181      31
  238     273      16
  430     263      33
  244      67      45
  127     140      17
  166     279      45
  164     134      11
  326     390      27
  207     177      30
   60     425      48
  191     225      27
  487     304      18
   59     332      32
  138     468      35
  347      30      30
  196     208      34
  411     109      29
  188     241      23
  236     224      28
  171     334      13
  415      52      22
  184     358       8
  371     443       8
  294     375      28
  269     181      50
   23     405      49
  276      12      47
  293     389      10
  114      94       9
  196     374      32
  365     285       8
  262     459       3
  426     190      16
   26      94      20
   42     238      16
  382     299      28
  436     391      11
   55     301      35
  332     211      14
  262     142      49
  374     314      38
  195     263      35
   58     474      23
  456     357      46
  485     255      25
  315     386      33
  170     439      19
  429     447      11
  500      47      20
  437     278      31
  128     189      29
  455     344      30
  180      10      37
   10      68      15
   29     490       7
  378     254      26
  479     417      17
  417     416      36
  158     226       3
  420     323       5
  227     111      26
  337     245       6
   10     155      16
  137     277      25
  372     458      42
  478     342      22
   98     126       3
  277     133      19
   99     441      12
   59     457      30
  343     258      26
  250     281       5
  403     332      49
  495     492      48
  300     110      44
  399     344      22
  143     433      32
  257     243      46
  371     272      37
  163     215      19
  153     137      31
   83      17      34
  363     199      36
   97     155       3
  172      13      35
  190      19      41
  413     267      42
  103     342       8
   10     373      18
  418     379      20
  361     259       4
  459     315       9
  391     428      15
   34     192      49
  268     121      20
   99     224      22
  429     181      50
  499     490      30
  122     309      47
  400     349      42
  276     466      23
  293     223      47
   71     406      12
  423      72      23
  198     144      42
    1      79      28
  397     141      11
  217     134      36
  288      98       5
   11     333      18
  180     363       3
  144     301      47
   71     396      39
  487     435      47
  423     158      29
  323     460      20
  442     118      38
  158     134      13
  115     409      46
  115     278      48
   43     191      46
  233     311      38
  422     295      40
   71     368      16
  314     269      45
  399      79      45
  479     438      47
   19     360      49
  424     159       9
  195     183      18
  408     355       4
  326     446       9
  467      72       5
  230     300      16
  499     392      19
  471     364      40
   47     140      37
  276     463       9
  493     369       1
   85      69      46
   64     463      25
  423     199       8
  469      22      22
  426     116      11
  115      45      13
   58      90       9
   50     406      38
  480     303      46
  500     430      26
   53     438      24
  435     377      12
  156     429      17
  422      78      12
  166      12      34
  356     488      46
   59       5      34
  338     409      34
  418     280      12
  344     365      34
  251     345      22
   13     243      19
   74     342      49
  285     488       8
   52     338       6
  456     229      23
   34     356      30
  479     124      41
  139     177      14
  417     178      48
  296      47      48
  344     184      34
  265     307      17
   22     280      24
  432     206       4
  174     447      38
  173     386      42
  154     388      36
  486     451      49
   31     274      31
  220     110      29
  311      10      37
  455     456      31
  309     218      48
  374     261      47
   56     480      45
   50     425      20
  194     437      28
  156      81       4
  167     272      27
  247     453      32
  151     454      19
  410     482       8
  464     103      43
  247     341      12
  310     402       8
   85      38      29
  186     479      41
  275     128      37
  466     423      18
  253     249      23
  255     178      18
  489     307      23
  425     300      28
  114      50      31
  238     149      26
  449     294      24
  402     376      36
  365     266      17
  364      99       5
  409     116      24
   25     418      20
  439     464      26
  194     437      21
  292     159      50
  430      97      28
   27     380       8
  467     149      14
  315     240       3
   49     309      19
  316     408      21
  140     178      26
  126      92      27
  125     152      49
  482      95      42
  222     341       2
   82      69      19
  230     100      39
  304     104       3
  323     335      39
  292     285      42
  394     265      30
   75     157      12
  135     280      25
  250      44      26
  496     328      45
  463     458      20
   95     248      50
  411     256      23
   74     117       9
  286     321      19
   78     236      31
  388       7       6
  316      93      10
  340      78       6
  469     429      40
   82     248      36
  103     120      39
  318     445      26
  255     453       9
  447     184      38
  476     211      48
   35      38      28
  289     329      14
  367     432      43
   62      16      13
  446     439      30
   93     451      19
  269     262      45
  233     413      47
   27     164      14
  484     301      43
  224      86      24
  382     436      32
  107     174      19
  481      62      38
   64     325       9
  290     310       9
  114     407       9
  413     263      40
  233     132      27
  462     301      31
  297     154      12
  333      40      49
  397     317      17
  226     360      32
  246     458      38
  122      33       3
  286     310      32
   64     136      29
  291     263      44
  215     366      47
  332     158      23
   25     199      10
  120     226      24
  189     233      36
  428     303      27
  475     434      19
  100     192      10
  346     213      31
   16     236      31
  385     493      23
  185     255      32
  229     354      30
   66     440      15
  168     418      23
   17     101       7
  160      94      34
  261      28       6
   32     183      26
  321     256      42
  296     212      49
  439     235      42
  387       3      47
  397     432      34
  138     441      21
   44     373      38
  249     216      41
  418     334      18
   63     484       7
  348     193       8
  417     439      35
   18     410      25
  345     335      20
  238     461      41
   98     145      30
   61     320      43
   26     210      45
  288     294      18
  122     160      40
  372     325      33
   33     390      41
  469       6      37
  297     263       1
  172     128       2
   12     473      46
  472     134      31
   76     226      20
  237     179      41
  109     307      40
  348      75      28
   53     143      26
  251     122       7
   53     105      40
  204     487      49
  469     274      38
  151     382      23
  350      23      12
  220      40      31
  261     418      12
  359     211      36
  242     145      49
   26     255      29
  209     318      10
  361     444      24
  364     170      36
   57      33      46
  186     204      17
  229     182      45
  111     105      40
  331     336      40
  341     225      33
   81     419      26
  309     204      44
  454      79      36
  117     328       4
  333     150      41
  381     170      49
  427     234      17
   50     480      41
   65     171      16
  159     160      39
   49     268      18
  252     387      50
   71      66      12
   38     436      20
  485     441      50
  417     281      38
  275     132      15
  399     265      30
   64     365      23
  452       8       9
  426     334      27
   78     308      34
  395      16      24
  189     482      28
  233      97      44
  303     420       9
  112     358      29
  160     249       9
  277      85      50
  180     460       1
  477     359      25
  219     318      22
  431     260      19
   15     379      49
  249     183      50
  425     369      13
  343     129       2
  333      94      35
  312     432      41
  133     454       8
  136     165      21
  133     147      49
  408     145      20
  404     401      22
  267      94      36
  296      82      40
  261     305      10
  217     178      36
  175     233      42
  480     263      19
   50     356      19
  106     139      26
   62      29      40
   14     133      42
   77     487       7
  408     231      13
  235     188      12
  173     399      13
  451     413      19
  432     266      39
  248     407      48
   35     157       7
  372       4      16
  381     114      39
  140      71      11
  442     153      28
  322     218       7
  157     461      35
   26     295      13
  169     161      25
  316     469      49
  498     345      18
  405     116      17
  320     356       9
  308      34      42
  384     283       1
  157     307      49
  380     473      17
  430     214      17
  387     301       3
  379     158      10
   13     189       8
  414     467      31
  402     176      10
  157     276      28
    4     361       7
  409     264       4
  302      60      27
  410     369      48
  312     254      16
  325     226      45
  179     220      15
  442      69      11
  472      78      37
  275     464      45
  240     346      45
  255      72      17
  149     319      48
  386     338       8
  225     123      19
  245     106      32
  292     396      38
  231       1       9
  245     126       2
  238     187      11
   11      47       7
  271     289      20
  390     141       8
  283     256      50
  276     229      39
  353       1      19
  153      76      35
  244     164      38
   64     370      23
  332     359       2
  115      81      15
  452     377      36
  401     338      36
   22     102      14
  276     300      27
  420     477      33
   98     223      14
   40     344      34
   88      49      26
  454     490      17
  279     112      38
   23     423      47
   85     310      37
  265      42      28
  422     436      26
  353     296      19
   17     221      47
   70     217      30
  292     261      33
  347     130      20
  392     127       7
  297      71      37
    7      32      27
  325      99      14
  162     166      29
  248     477      24
  119      90      24
  108      35      22
  418     297      43
  317     280      14
  275     205      17
  398      60      28
  257      19      28
  307     371      25
  339     302      16
  111     160      50
  224      91      11
  304     289      39
  453     420      16
   38      45       7
  120     129      45
    1     217      21
   26     369      43
  246      12      21
   74     485      33
  371     298      31
   97     472      13
  495     124      37
   39     481      20
  256     208      40
  500     324      20
   73      46      26
  457     495      28
  243     118       8
  127     458      49
  160     461      34
  135      28      46
  204     468      25
  457     497      15
   68     402       8
  478     329      44
   29      42      28
   47     457      47
  229     493      15
  490      46      15
  346     163      19
  218     220      29
  408     325      43
   85     183      46
  430     271       4
    8      44      37
  395     145      31
  213     157      12
  287     197       6
  133     292      18
   89     411       7
  497     447       1
  359     319      49
   60     425      35
   32     160      17
  370     102      34
  467     301      16
  265      22      23
  465     295      40
  296     182      30
   46     141      44
  472      48      29
  374     339      28
  230     307      50
  305     347      32
  331     187       1
    5     428      34
  319      38      25
  189     426      10
  439     131      24
  222      57      36
  126     216      19
  135     127      31
  175     233      49
  194     490      50
  404      30       8
  373     460      48
   30     175      33
  209      57      18
  493      49      21
   22      24      44
  363     157      39
   76     111      13
  420     406      27
   16     487      49
  280     256      43
  340     229      43
  107     234      41
  413     118      14
  171     419      17
  302      10      43
  265     294      34
  108     251      24
  432     345      22
  320     261      28
  346     481      15
  357     237      31
   17     407      44
  312     476      14
   95     307       6
  138     474       7
  155     389       3
  259     168       2
  185      43      23
  473     388       5
  436     387      49
  138     131      24
  473     179      18
  434     445      22
  319     199      26
  274     490      16
  284      52       1
   80     231       3
   19     467      35
  360     463      15
  161     397      28
  300     326      20
  317     235       9
  442      45      37
  295     249      36
  255     230      23
  220     163      11
  458     164      12
  297      60       8
  368     151      14
  240     355      49
  481     305      15
  247     219      26
  355     209      33
   83     370      25
  442      49      10
   19     193      30
  346     304      43
   48      40      47
  185     476      19
  462     121       8
  129      96       5
  290     468      50
  406     194       9
   49     296      32
  390     159       9
  309     236      27
  361     288      38
   94     382      40
   29     133      40
  442     290       7
  266     433      26
   35     352      31
  340      22      50
  182     257      32
  299     389       7
  175     245      16
  187      29      20
  129     196      30
  156     483      34
   51     391      24
  273     358       4
  452     406      12
   50     130      32
  445      24      40
   57     329      10
  481       7       9
  262     389       6
   75     304      37
  398      33      43
   19     346      43
  254     261      48
  321     474      28
  116     101      35
  499      63      42
  477     321       1
  133     195      24
  225     396       5
  322     223      27
   55     428      10
  450     198      27
  498     139      11
  119     169      22
   72     484       3
   82     481      38
  400     154       9
  144      43      20
  273     348      28
   88     389       9
  205     279      49
  260     172      27
  419     239      35
   77     303      26
  250     211       2
  439      66      22
  124     321      29
  134      81      22
  462     195       2
  193     260      29
  443     327      40
  438       5      38
  103     136      18
  409     173       2
  122     128       6
  337     411       8
   67     138      42
  439     487      20
  476     475       2
  380     400      27
  469      60       5
  159      28      36
   85     374      45
  423      21      31
    6     158      25
   55     226      38
  349     365      32
  187     412      43
   62     389      32
  241     134      29
  174     104       4
  259     127       2
  317     491      38
  189     485      33
  132     476      17
  472     315      42
  455       1      21
   17     306      47
  313     141      45
   55      34      26
  396     370      42
  419     461      23
  205     333       3
  454     288      37
   93     470      21
   20     282      32
  130     351       1
  319     260       8
  221     474      38
  279     108      12
  185     466      15
  284     148      17
  309     246      24
  358       4       1
  342     224      21
  254     400       6
  274      37       5
   82      47      23
   22     177      16
  160     483      34
  487     475      38
  464      36      43
   41      78      35
  424      57      30
  455     293      15
  300     324      42
  195     278      14
  214     225       1
  203     349      48
  270     460      25
  217     441      34
  302     491       6
  186     428      20
   24     377      42
  153     254       2
   65      79      20
  273     325      20
  364     432      24
  189      17       5
   31     421      45
  346     288      26
  459     414       9
   52     194       8
   34      36      40
   41     429       3
   17     351      19
  160     454      22
  157     188      24
  414     106      22
  124      29      16
  120      58      21
  245     475       4
  116     379      18
  439     492      21
   24     495      18
  451     445      21
  477      67      24
  449      69      20
  104      92      26
  150     270      10
  191     272      16
  295      21      29
  309     174      36
  157     389      24
  255     109      15
  265     373      26
  449     333      50
  416     436      29
  299      95      39
  401     299      28
  148     257       9
  394     105      12
  202     278      21
   39     272      49
   90     359      17
  246     391      29
  339     241      44
   15     271      27
  243     454       1
  408     235      24
  344     138      11
  162      16      30
   22      26      29
  222     287      21
  233     106       1
  378     283      13
  207      99      23
   31     402      14
    8     456      10
  181     186       3
  357     285      42
  162     153      44
  210     453      14
   19     161      13
  182     206      30
   85     375      26
  310     144      12
   28      96       4
  200     480      34
   63      87       3
  171     377      38
  274      79      22
  472     226       5
  281     264       6
   32     137       1
  471      14      36
  488      34      50
  171     387      37
  373      18      47
  355     443      34
  159     387      42
  419     326      19
  157     128      20
  364     412      15
   94     148      18
  141     147       9
  398      95      40
  227     446      18
  307     485      41
  162      58      17
  381     492      38
  430     173      31
  285      79       7
  314     168      19
  289     227      36
  218     488      20
  223     300       9
  389     357      31
  169     257      42
   28     483      23
  338      34      46
    2       1      43
  441      24      10
  201     253      35
   24     193      44
   78     269      40
  271       4      13
  316      82      11
   20     104      19
  348     382      24
  198     199      16
  477      69      23
  158     142      37
  220     447      11
  466     448      37
  367     425       8
  376     144      26
   30     198      48
  243     404      29
  222     267      14
  413     480      46
   30     464      45
  130     288      45
   94     431      36
  369     334      21
  238     323      29
  451     404       9
  166     272      20
  324     415      37
  463     255      11
  260      33      40
  349      13      24
  334     444      26
   58     368      42
  234     243       3
  250     402      35
  128     269       8
  273     349      44
   66     480      46
  415     200      29
   63      78       4
  340     139      45
  276     465      16
  311     173       9
  477      63       8
  140     202      17
  103     261       3
    6     214      10
  130      74      28
  118     206       4
  284     260      37
   50     153      45
  277      48      35
  197     323      37
   12     153      12
  429     150       6
  337      18      46
  339     177      12
  304     156       5
  361     497       4
  423     231      18
  443     459      29
   12     460      26
  423      78       9
   96      41      22
  443     209      35
  291     191      41
  300     364      47
   11     152      16
  331     431       8
  340     124      21
  461      38      35
  130       8      14
  197     187      38
  110     152      27
  374     384      43
   68     456      35
  422     301      45
  375     117      23
  190     466       2
  127     460      30
  411     218      36
  413     267      42
   78      46       1
   48     409       7
  323     497      11
   95     276       3
  461      17       6
  246     305      38
  181     156       5
  185     118      48
  471     110       2
  113     170      43
   31     113      49
  482     469      23
  469      29      47
  389     158      31
  114     365      40
   46     180      21
  352     468      12
  156     219      48
  400      14      41
  326     238       5
  257     369       8
   97     389      32
  312     348      40
  263     405      14
  213     105       7
  469       1      49
  379     222      26
  308     107      20
  189      45      50
  264      15      32
  260     346      26
  334     304      36
   99     412      33
  394     256      21
  434     131       9
   17     158       1
  399     242      44
   45     305      39
  140     277      26
  127     245      35
  245     353      33
  293     390       6
  373     470      29
  195     328      47
  471     120      47
  241     126      34
  233     322       9
  404     314      28
  377     323      39
   94     269      26
  229     380      10
   52     412      23
  349     318      22
  154      77      36
  434      86      14
  253      49       9
  235     137      42
  493     298      29
  263     155      25
  309     413       1
   98     461      23
   70      16       9
   81      24      38
  199     441      44
  119     391      13
  391     247      14
  208      51      21
  374     469      33
  368     491      31
  305     329      16
  453     266      16
  438     324      12
   40     496      21
  258      30      17
  374     390      12
  247      15       4
  288     342       3
   14     226      23
   16     471      40
   75     397      25
  417     388      41
  150      51      48
  473      59      46
  131     456      35
  377     119      11
  459      94      24
  467     170       2
  113     178      40
  262      72      45
  366     215      25
   81     338      30
  342     246      27
   29     116       6
  207      96      42
  287     189       6
  386     494      23
  110     445       2
  144     136      16
   41     131      37
  473     500      19
  342     187       8
   78     342      24
  156     124      46
  273       6      40
  101     103      13
   65     224      17
  490       9      41
  186     260      38
  180     226      48
  107      89       7
   63     449      48
  317     466      25
   12     170      39
  142     203      50
  381     167      43
  406       2      13
   50     477       8
  168      32      23
  196     479      26
  336     492      14
   63     373      49
   63     205       7
  396     440      17
   17     214       4
  279     187      23
  272     196       7
  197      25      16
  375      36       8
  196     105       8
  459     343      30
  427     283      45
  409     404      42
  216     202      11
  489     324      15
  209     132      23
  286     399      18
  500      94      17
  269      88      43
  310      77       8
   20     367       3
  465     289       9
  446     179      11
  443     176      37
  388     271       2
   16     392      15
  344     118      23
  373     296      12
  345     338      29
  468     384      10
  357     390      10
  461     224      37
   48     161      20
  307      15       8
   34     348      41
  343     406      19
  166     110      42
  208     263      10
   33     459      36
   75      95      14
  319      93      50
  475     451       9
   22     360      44
  484     312      24
  205     319      11
  153     459      31
   85     477      34
  471      42      28
  380     280      18
  335     337       5
  408      40      36
  166     350       6
  245      49       5
  280     326      30
  323      72      43
  294     409      22
   90     175      30
  435     310      32
  131     304      47
  171     440      15
  249     379      33
   11     482       1
  142     333      12
  388     395      38
  169     432      16
   71     368      19
  392     366      26
  243     448      30
  272     437       5
  204     138      38
  159     399      24
  493      26      37
   41     304      44
  110     348      28
  283     307      34
  340     417      16
  392     240      34
  227     223      23
   49      48      50
  288     498       5
   23     381      39
  342     280      24
  103     330      49
  306     398      16
   62      66       5
  473     271      45
   55     453      28
  400     109      26
  165     413      44
  153     111      30
  295     130      42
  336     271      13
  363     468      46
  307     226       1
  425     128       7
  490     228      13
  278     382      19
  165     243      34
  367     326      41
  303     458       3
  302      12      45
   11     262       6
  168     384      42
  156     259      41
  289      54      34
  235     398      42
    9     312      16
  154     253      36
  187     355      42
  239      36      36
    1     196      18
  301      42      45
  166     397      15
   36      99      34
  366     230       3
  447     470      22
  375     180      17
  153     343      13
   30     323      10
  208      70      42
   93      99      32
  301     351      14
  336     400      27
    6     314      12
  227     412      50
  446     454      43
  257      26      13
  150     479      38
  285     415      25
   41     125      12
   76      29      31
  378     423      38
  258     187      22
   64     426      41
  440     192      11
  409     221      11
  258     333      39
   66      54       1
  476     500      33
   99     383      23
  487     422      21
  149     296      29
  392     181      40
  340     289      10
  338     188      20
  122      85      12
  225     240      17
  404      18       2
  343     235      48
  419     112      22
  287     249      48
  170     300      29
  106     332      50
   32     288      24
  492     336      24
  369     441      18
  487     337      11
  126     211      21
  251     215      16
  390     428      41
   60     200      19
  369      17      21
  178     314       8
  313     206       4
  475     266      45
  133     267      27
  157     412      31
    5     401      14
  135     311      32
  359     264      30
  194     407       6
  294     160      35
   62      98      46
  488      36      11
  188     488      17
  211      40      25
  466     225      21
    5     333      39
   62     444      22
   26     293      31
  310     464      23
  169     214      29
  138     383      27
  453      96      35
  459      89       9
   94      48      44
  497     141      40
  207     364      48
  479     472       7
  203      50      32
  293     313      50
  481     245      24
   75     188      18
  481     309      44
    3     390      20
  146     496      28
  324      73      34
  315     212       8
  382     262       4
   89      69      19
   17     111      38
   94     144      36
  279     213       3
  148      49      33
  306     374      12
  218     441      47
   92     361      22
  271     130      39
  197     399       9
   81     282      15
  304     228      15
  479     406       8
  279     372       8
  317     232      32
  137     111      13
  317     278       1
  216     118      42
  107     472       9
  125     142      45
    3     270      29
  202     447      23
  183     476       2
  460     407      33
   87     116      24
  119     210      29
  213     101      20
   26      47      14
   22     332      38
  189      35      48
   33     161      21
  352     154       3
    7      46      40
  198     257      26
  218     216       5
  220     236      47
  291      22      25
  411     291      17
  337     184      45
  330     145      21
  415     404       1
  121     202      46
  179     446      18
   44     248      34
  115     494      43
  337     329      33
  115     237      11
  485      18      47
   47     407      32
  446     142       7
  498     290       9
  248     371      21
  497     410       3
  309      88       7
  428     134      23
  157     115      15
  409     343      21
  339     173      25
  356     238       3
  299     232      26
  459     220      48
  328     413       5
  353     279      33
   32     416      42
  356     383      48
  202      93      33
  367     376      28
  308     311      14
  191     168      40
  357     193      30
  351     364      40
  113     219      30
  120     377       3
   33     454      28
   16     289       6
  441     121      35
  248     451      36
  410     286       5
  364     142       1
  417     192      29
  426     248       4
  464     149      50
  345      74       5
  209      25      39
  154     115      33
  428     273      32
  259     278      31
  344     216      16
  367     456      25
   56     232      45
   48     133       9
  294     153      50
  434     467      44
   24     344      24
  292      73      16
    4     494      21
  366     141      12
  430     342      29
  165     167      36
   75     123      17
   35     211      25
   52     282      49
  356     429      10
  198     216      31
  311     364      40
  338     236      22
  234     199      32
  168     115      49
  122     450      13
  145      38      37
  238     131      46
  286      99      38
  106     132      26
  191     139      11
  351     133       6
  224     231      11
  206     281      14
   26       5      23
  178     407      15
   10     216       8
  370      50      46
  147     135      29
  475     183      14
  346     112       2
  255      25      21
  442     341      45
  478     424      46
   68     500      31
  122     246       5
   49       7      46
  469     330      28
  271     100      15
  402     258       4
  451      66      28
  159     410      42
   74     324      27
   44     447       6
  270     433      24
  271     385      19
  269     280      14
  300     193       4
  449     421       9
  369      18      37
  407     431      26
    2     438      38
  298     129       5
  180     378       5
  453     220      17
  342     136      11
  364      35      49
  252     176      25
  480     261      22
  323     185      46
  301     183       6
   54     342       7
  478     334      29
  215     236      22
  460     160      24
  117     102      22
  401     404      46
  363     194      41
  464     360      42
  344      10      32
  214     401       9
  450      28      37
   26      23      27
  484     456      30
  321      87      25
  119     265      34
  227     270      49
   81      30      39
  185     109      17
  307     390      32
  180      18       3
    2      19      26
  176     397      18
  340     369      35
  162     341      33
  361     414       1
   11     346      11
  290     349      27
  304     417      46
  410     136      46
  310      21      48
  200     112      22
  220     377      12
  344     476      22
   14     305       7
  496     100       8
  156     227      11
  191     468      39
   90      76       8
  155     131      50
  435     345      22
  463     318       6
  296      56      44
  107      47      35
  227     448      32
  121     445      49
  332     402      25
   97     168      31
   40     121       9
  418     132      18
  293     132      22
  342     241      48
  327     480      22
   96      81      36
  427      25       9
   39     259      19
  186     373      48
  205     316      42
  308     302      50
  306     359      36
   27     487      35
  103     368      28
  234      55      40
   57     397      49
   92     446      47
  424     409      41
  175     216       3
  213     117      30
  283     112      28
  266     357       8
   43      46      20
   46     188      24
  124     362      34
  182     218      18
    1     223       9
  173      24      37
  426     499      22
  397     468      15
  342     302      43
  291      94      31
  240     127       3
   47     439      23
  459     488      27
  157     227       4
  111     375      19
  316     424      20
  332     343      47
  338     160      39
  267     482      20
  109     198      42
  191     301       7
  382     378      10
   25     212      45
  381     320      37
   26     343      26
  249      32      23
  344     110      19
  348     367      43
  202      92      46
  127     411      43
  107     124      18
  380     361      15
  144     442      34
  351      54      34
  362     214      22
    1     394      23
  173     386      22
  469     439       5
   22     171      50
   79     175      37
  345     317      42
  354     399      40
  109     133      33
  183     110      16
  179     479      39
   53     492      46
   46     219      15
  165     350      41
  499     170      21
   53     129      27
  387      49      24
  357     444       1
  310     167       4
  257     195      50
   32     151      50
  343      93      39
  187     149      41
  210     176       5
  291     450      26
  390      52       2
  485     428       9
  194     310      37
  476      36      34
  331     163      20
  489     431       2
