 2000   20000
 1749    1112      75
  668    1237      33
 1187    1499     343
 1442     948     459
  195    1659     232
 1362     241      93
 1304    1811     385
  300    1118     491
  723    1271     243
  856    1460     337
  164     684     475
 1087     911     375
 1419     659     339
 1228    1120     393
 1182     769     277
  445     425     342
  342    1085     228
  539    1881     103
  350     826     296
  455     558     242
  606     901     500
 1401      79     289
  738     190     390
   36     573     338
 1375    1200     301
  812     439     212
 1744     362       6
   33    1657     337
 1227     849     422
  789    1620     408
  580     862     109
  759     644      44
  986     977      78
  210     337     313
 1081     795     251
  837     801      90
 1737     990     215
  508    1501     489
 1701    1974     480
 1078     361     306
  825    1319     168
  510    1431      96
  530     649     398
  187    1116     389
  521    1196     364
   96     759     285
   26    1236     441
 1458    1549     385
 1322     714      80
    1    1709     302
   47    1322      73
  725    1023      70
  853    1523     132
 1785    1673     280
  414    1321     354
    9    1625      63
   85     344     387
 1453     902     172
 1862     997     367
 1907    1138     148
  623    1742     357
 1520     708      27
 1186     721     259
   19    1131     303
  717     278      89
 1750    1025     343
  745    1199     106
  542    1621     327
 1196     537     309
 1291     935      71
  685    1670     153
 1808     250     224
 1877    1467     445
 1127      53     328
   49     957     406
 1492     322     416
  737     259      36
 1216    1705     245
  374     118     361
 1830    1744     218
 1675     662     194
 1298     644     166
  710     680     373
 1551    1317     241
  229     599     236
  684    1122     259
   36    1927     102
 1680    1487      73
 1751    1259     221
 1527     852     213
  494     517      38
  328    1416     215
 1815     195      77
  928     679     391
  678     418     227
  723    1507      50
  356    1385      67
 1786    1887      11
 1739     959     321
 1153    1471     350
 1214    1939      51
 1745    1007     221
 1771     143     417
  694     329     468
 1103    1670      13
  652     432     137
  463    1499     411
  838    1570     411
 1063    1830     418
  894    1346     293
 1710     550     337
 1309     998     180
 1726     760      59
 1288     765     467
  594    1172     102
   28     311      13
 1231     488      62
 1877    1718     106
 1659     964     471
   23    1159     287
 1008     601     454
  634     140      35
 1548     521     194
 1033     677     369
  241    1143     424
 1647     628     329
  785     234     222
 1553    1724     488
  633     977     344
 1356     498     479
 1072    1432     178
  835     679     445
   13    1637     262
 1629    1389     120
 1381     379     350
  527    1734     452
 1120    1512     413
  584     252     409
  690    1365     404
  568     386     403
  396     711     182
  684     877     196
  726     724     324
  737     440     293
 1303    1145     238
 1988     451      10
  493    1958     113
  228     579     285
 1580    1758     249
 1350    1429     371
 1844     547     187
  820     584     338
 1863     358     462
 1091     791     290
  206     473     366
 1735    1476     166
 1289     321     284
   75     619     420
  163     925     361
 1670    1014     215
 1819     518     184
 1838    1173     323
  471    1805      60
  446     689     442
  192     701     438
 1896     278     211
  401    1453     175
 1825     345     406
  186     143     437
  637     310     435
 1329     971     473
 1485    1409     495
 1185    1117     363
  302    1430     229
 1255     990     253
 1232    1341     120
  302    1856     393
  316     443      36
 1178    1424     481
 1640    1023     435
 1295     658     440
   43    1348     421
 1771     818     376
  832     303     498
 1255    1696     494
 1824     587      88
  681    1432     105
  747     533     233
  165     568     310
  671    1242     122
  278      31     241
  259     535     460
  746    1144     452
 1902     941     448
  174    1920     256
 1154    1357      83
  813     350     208
 1903      20     314
  891       9      17
 1414     938     181
 1661    1367     274
 1822     130      92
 1388    1863     136
 1596     853     249
  358    1004      16
  359     991     500
 1267     205     463
   91    1606     492
 1810    1933     165
 1259     962     416
  570    1113     157
  492    1623     173
 1669     723     310
 1641    1577     459
  261     956     243
 1596     842     279
  423    1136     231
 1485    1354     207
  548    1732      97
  429    1048     106
 1201     556     420
 1420     350     360
   81    1931     436
  172     211     193
 1998    1790      94
  868     847      88
   35    1559     419
  973    1187     346
 1527     847     184
 1935      25     194
  289    1924      61
  706     473     342
 1625     591     218
  693      10     324
 1948     558     476
    2      83     119
 1735     663     426
 1298     617     174
  230     902     334
 1168     621     410
 1367     192     282
 1324     743     324
  229    1405     408
  815     944      49
 1463     610     426
 1954    1546     131
 1799     170     331
 1090     812     129
  681    1655     335
  632    1109     322
   79     920     147
 1972     391     318
 1745    1817     462
 1079     339     355
  286       4     353
  689     471      82
  338     343      63
  178     425       2
  705    1661     397
  540    1938     214
 1810     883     112
  168     563     431
   17     710     300
  981     802      30
  116     340     116
 1139    1583     297
  943     941     207
 1943     740     461
 1793    1217     154
  542     480     130
 1763    1257     122
 1435    1388     170
 1580    1158      29
  832    1132     243
  912     401      99
 1375    1164      16
 1615    1400      47
  460    1808     381
 1103     442     269
 1590    1961     108
 1958    1134     128
  231    1784     407
 1667    1474      47
 1559    1644     101
 1680    1963     473
  877    1075      86
 1632     463     299
  966    1552     330
  816    1861     113
  928    1493     472
  275     925     478
 1226    1253     122
  962    1136      54
 1592    1511     303
  154      27     273
  735    1916     115
 1061     985     494
 1612    1326     129
   81    1602      42
 1270    1946     491
 1669      82     140
   67    1410     461
 1830     392     364
  641     632      37
 1205    1814      87
 1063     736     190
   68    1270     171
 1087     334     217
  353     480     470
    9    1155      27
 1728    1303     195
  998      36     262
 1208       3     320
  380    1440     119
  552    1366      49
 1015     278     223
  224    1598     192
 1752    1144     423
 1531     473     206
  503     461     189
 1842     770     269
 1956    1870     456
  535     506      75
  205     306       7
 1981    1391     278
 1641    1321     268
  284    1096     111
  849     774     370
 1185     393     284
  119    1825     256
  793    1990     263
   24    1001     424
 1899    1341     394
  187    1127     170
  336    1394      13
  732    1917      29
 1551    1041      98
   96    1527      26
 1483     646     327
  230     641     151
 1138    1699     282
 1533    1340     474
  497    1022     384
 1352     794     151
 1553     594     405
 1980    1508     174
 1879    1807     155
 1860     658     407
 1146    1038     185
  368    1146     370
  955     482     353
 1573     781      72
 1901    1718     134
 1187    1505     487
 1941     238     222
 1938    1127     430
  298     447     312
 1847     347     112
 1323    1197      44
   26    1302     362
  385     676      59
 1608    1967     436
  649     947     352
  858     230     175
  597     762     314
   14    1816     318
 1090    1153     454
 1786     716     163
   90    1681     389
 1656     199     185
  964    1117      42
  310      62      79
 1306     519     346
 1012    1876     356
 1839     982     111
  825     767     457
 1532    1850     138
  787    1792      98
  130    1313     384
  585    1995      65
 1873    1806     450
 1563    1748     210
  481    1338     345
 1695    1438     232
  276    1621      60
  269    1261     430
  723     267     348
   73     651     334
 1759    1124      65
 1296       3     432
  665    1583     108
 1981    1722     230
 1979    1339      72
 1555    1300     399
 1506     751     137
 1781    1485     349
  333     621     328
  102     892     384
 1485      25     180
  610     867     141
  894     779     497
 1671    1554     468
 1983     907     408
 1946     898     411
 1173     630     389
 1183    1550     107
 1843     825     358
   59    1562     300
  987    1310      12
  971     359     312
 1710    1245     387
  415     350     323
 1630     237     285
 1163     304     329
 1821    1659     135
 1697     608     174
  436    1715     276
  665     472     100
 1202      65     109
 1735     277     201
 1760      80     101
 1932      44     155
 1978     342     120
 1210    1345     127
  171    1964      26
 1898     828     131
  454    1025     402
 1771     760     136
 1279    1265     321
 1584    1195     397
  382     492     385
  435     562     293
 1533    1988      55
 1726     270     180
  337     887     317
 1361    1138     197
  288     145      21
 1938    1712     208
  387     153     140
 1477    1055      62
 1548    1677      48
  549    1555     466
 1530     748       3
  967    1688      15
  605    1722     276
    7    1739     220
  582    1692     403
  264     417     425
  260     318     438
 1978     378     348
 1080    1843     409
  646    1145     305
 1314    1046     235
 1382     372     198
 1827     623      17
 1280    1711      44
 1098    1268     189
  760     184     261
 1126    1894     265
   35    1016     490
  643    1177     112
 1205     677     318
 1922    1073     168
 1572    1414     209
  523     137      20
 1899    1746      72
 1881    1253     255
  950    1650      84
 1716     940     126
 1738    1016     363
  930    1375      42
 1308    1424     204
 1256     728     235
 1561     567     259
 1774    1410     123
  682     539     436
 1063     123      31
 1002    1578     303
  954     938     360
 1102    1301     359
  775    1248     107
 1796    1140     242
 1098    1714     496
 1802     502      48
 1927     548     128
  878     585     217
 1646     104     141
  778    1936     351
  484    1092     467
  693     505     269
 1053     280     281
  208    1465      20
  243    1732     305
  486    1030     162
 1566    1833     429
 1768    1285     456
  903     696     121
  906    1568     231
 1795     807     128
 1480     362     186
 1439    1272      56
 1646     338     438
 1700    1921     267
  283     677     228
  536     549     356
 1611    1468      31
    3     121     493
 1245      43     453
 1090     999     335
   32    1119     438
  909    1732      36
 1255    1452     342
 1160    1233     124
 1917    1720     201
  118    1509     253
  731    1246     122
  655    1929     387
  282     730     109
   19     115     119
  108    1941     406
 1960    1457     216
   21    1921     146
 1476     550     480
 1819    1171     313
 1471    1507     381
  177     541     475
 1451    1166     408
  694     495     353
  770    1858     407
 1338    1493       4
 1527    1116     493
  408     447     311
 1895     595     344
 1876    1688      74
 1763     872     425
  271    1694      84
 1662     771     455
  704    1777      79
 1105    1063       8
  793    1057     479
 1965     772     117
  401     746     196
  837     120     102
  875    1405     141
  436     467     466
  926    1598     128
 1351     450     477
  932     548     259
  504    1873      86
  250      68     152
  587    1254      62
  502    1103     254
 1925     979      76
   22    1267     243
  496    1881      84
   25    1112     153
 1918     727     412
   12    1455     244
  684    1285     496
  666     739      81
 1107     877     459
  744     232     487
  589     679     270
 1409     854      11
 1140    1190     184
 1153     431     329
  113     815     370
 1289    1295     498
  427    1116     200
 1432    1987     400
  441    1695     223
  273     973     192
  982     849     237
   76    1544     443
  721    1588     343
 1486    1184      11
  814     629     249
 1000     462     322
  414     502     200
 1660      12     384
  151    1075      65
 1908    1528      64
  799    1678      70
 1747    1572     120
  487    1304     351
   12     304     168
   99    1172     133
 1036     425     391
 1229     489     492
  475     112     343
  383    1531     299
  570    1131     308
 1325     898     387
  590     760     168
 1414     195     128
 1090     343     446
 1807    1903     465
 1578     729      66
  788     519     321
 1363     851     476
 1317     777     397
  194    1505     484
 1473    1511     139
  420    1801     458
 1117    1744     250
 1598    1642     364
  926    1451     446
 1360    1127     361
  444     318     456
 1122    1599     391
  257     350     282
   61     570     206
 1083    1149      17
  732    1522     146
 1108     841     497
 1114    1165     373
  462     267     213
 1895     963     425
  181      97     159
 1147     872     203
  425      25     107
 1360     202      74
  885    1787     140
  649     474      80
 1700    1347     320
  973    1518     210
 1452     514     287
  453    1224     272
  190     640     492
  633     824     301
  891     955      25
 1341     217     300
 1072     347     130
   41     692     193
  309    1560     339
   55     720     261
  323     365     203
 1321     720     269
  408     207     237
  753    1297     429
 1917    1991     256
  702       2     431
 1175    1984     112
  437    1159     436
  149     991      11
  623    1768     294
  542     286     445
 1522    1242     314
 1747     786      44
  627    1184     153
  583     948      77
 1838    1922     222
 1096     676     193
  692     339     232
  674     459     485
  899     964     217
  116     195     463
  563     440       9
  449    1040     411
 1776     587     477
 1340     693     313
  109     473     324
  487    1158     256
 1704    1502     101
  188     304     450
 1808     918     385
  711    1333      48
 1884    1403     481
 1984    1833     116
   85    1090     208
   76    1074     262
  380      93     103
  234    1191     190
 1561     619     258
  136     662     491
  844     655      15
  275    1133     464
  837    1844     134
 1590     633     410
  723     895     255
  160    1195      45
 1701    1471     493
  156     424     268
  254    1102     274
  847    1101     326
   56     251      76
 1153    1586     113
  128     220     384
 1480    1463     110
 1927     636      80
    5     437      78
 1289     120     431
 1717    1124     335
  198    1265     479
  641    1638     467
 1511    1792     181
  177    1896      84
  739    1571     270
 1686     333     471
 1791     927     111
   82    1788     312
   67     557       9
  228     135     459
   22    1310     192
   23    1334     434
  593    1056     159
 1709    1963     417
 1367    1123     405
 1419     872     308
 1892    1667     398
 1599     564     158
 1734    1833      73
  260    1913     111
  890    1832     488
  637     739      67
 1577    1077     467
 1789     517      88
 1455     921      88
  377    1874     163
  269     897     338
 1037     584     395
  645      51      96
 1558    1885     403
 1269    1467     252
  879    1729     332
 1455    1888     476
 1880     455      97
  684     811     138
 1661    1354     433
  522    1394     111
  970     957      85
  955    1215     119
  739    1737     394
  446    1385     428
 1948      61     121
 1659     402     477
  320      23     479
  160     252     254
 1991    1495     341
 1242     292     333
  349    1034      88
  571     394      49
  923     266     101
  228    1970     162
 1907    1254     381
  814    1843     241
  484     603     420
 1313     847      26
  700    1465     107
 1870    1886     346
 1566     604     487
 1732    1188     397
 1668    1745     186
 1544    1807      16
   56    1525      13
  280    1125      97
 1767    1343     454
 1029     205     147
  156     485     250
  993    1772     413
  568     732     274
  553    1228     335
  700      55      82
  463    1098     211
 1746     450     251
  886     646     463
   76     415     240
  597     804     197
 1450    1409     312
 1239    1028     147
 1596     794     306
  552     763      48
  379     328     190
  783    1003     304
  743     865     479
 1260     236     386
  961     347     216
  693     792      50
  755     318     160
 1401      35     393
  577     954     218
  433     386     458
 1259     830      20
 1326     151     107
 1175      21     253
 1651     882     215
  133    1057     283
  390    1613     402
 1879    1636     376
  420     238     449
 1481     594     413
 1784    1566     184
  480    1266      29
 1194    1671      36
  569     214     446
  761     318     129
  277     849     326
  512     523     477
 1350     886     452
  712     731     221
 1882    1432     134
  507    1016     102
 1666     634     491
 1084     839     275
  464     940     469
  495    1941     401
 1779     441      62
  169    1011     357
  269    1513     158
  265    1440     417
  484      28      80
 1728     553     269
  179    1849     485
  169     573     491
 1295    1301     478
 1384    1689     220
   16     812     102
  142    1091     240
  214     992     341
 1728     671     297
  554    1544     351
 1157    1134     391
 1965     780     320
  835     907     131
  588     126      74
 1950     909     281
 1308    1413      90
 1206      17      83
 1143      11     109
 1257     671     408
   88     372     331
 1185     407      43
 1049    1970     249
 1485    1491     475
  161    1346     127
  912     858      28
 1353    1309     465
 1819     457     489
 1804    1380     471
 1615      78     462
  261    1596      88
 1223    1036     314
 1589    1607     410
 1504     293     171
  213     334     429
 1149    1447      43
 1243    1645     154
 1870    1461      13
 1972     690      26
  560    1446     462
  732    1320     303
  757    1436     103
 1495     762     194
 1654     347     306
  266    1124     454
  447     103     499
   31     572     448
  422     951     459
  475     894     134
  197     913     312
  577    1507     410
 1689      55     213
 1241     888     272
 1447      35     423
 1618    1362     277
  100     784     435
 1308    1963     416
  860    1161       9
  475    1158     332
 1815    1620     354
 1782    1031     410
 1142    1810     458
  358     578     410
  470     237     269
 1422    1050     428
  986    1187     371
 1605    1501      99
 1957    1581     396
   75    1029     469
  748     406     471
 1824     191     228
  640    1304     216
  244    1685     355
  837    1491     485
  196     566     135
  894      47     337
  428    1797     304
   10     917     464
 1416    1174     174
  629    1131     150
  862     727     204
   65      82     112
  926    1523     450
  745      81      74
   72    1243     105
 1612     172     345
 1582    1078     275
  470     996     417
 1391    1111     111
  339     584     449
 1994    1854     485
 1094    1516      59
  536    1228     322
  739    1588     268
  853    1654     190
 1646    1664     466
  979     731     269
 1879    1557     210
   33    1400     123
 1124    1663     239
  800    1517     421
 1627     674     319
 1236     998       9
  455     789     250
  590       7      57
 1333     479      89
   45     258     467
 1510     284     229
 1777     814     129
 1219    1759      16
 1320    1762     278
  816    1490     146
  969     609     411
 1297     523     492
  219    1421      47
  325    1203     412
 1374     829     350
  669     931      45
  223    1000     326
  631     611      31
  679    1807     495
 1517    1838     380
 1729    1876     244
  192     320      16
 1251     581     113
  835    1681     208
 1960     472     299
  716    1383     150
  940     670     245
 1622    1042     318
 1756     168     138
  406     663     142
 1823     881      78
 1647     430     159
  991    1245     216
  264    1169     286
 1343     191     190
 1377     380     464
 1124    1915     206
 1435    1201      53
 1509     124     208
 1718    1777     149
  374    1224     226
  841     349     250
 1987    1901     352
  616    1950      73
  765    1078     457
 1339    1574     115
 1792    1397      92
 1013    1372     195
  165     630     130
 1475     713       3
  878     531     428
 1682    1327     465
 1847     809     430
 1146     112     343
 1728    1868     151
  396    1482     193
  905    1672      94
 1350     150     236
  377     189     263
 1368     494     284
  443    1491     192
  852    1145     213
  449     926     246
 1932    1040     217
  476     446     376
 1706     798     187
 1362    1345      82
   81     663     309
  734    1838     141
 1420     529     262
  462    1333     117
 1988    1211      76
 1061    1368     189
 1061     137     490
  878    1871      40
 1668      61     216
 1529     284     179
 1283    1729     416
  736    1374      72
  815    1213     196
 1450    1122     307
 1274    1544     234
 1895     745      13
  296     580     110
 1447     387     187
 1228     973     485
  164    1440     388
  845    1702      87
 1494     107     247
 1403    1957     448
   14     120     270
 1479     635     459
  120    1543     462
  347     184     499
  117      95      65
 1549     320     337
  679    1247     428
 1611    1515     446
 1883    1716     317
 1536     491     443
  211     180     217
  512    1033     198
  348     283     201
 1382    1291     180
  614    1073     308
 1301     118     221
  316    1218      44
  485     524     171
 1578     938      48
 1860     616     306
 1193     496       7
 1103     631     424
  758     111     491
 1550    1981     190
  193    1942      62
  628     637     106
 1758    1743     443
 1356     885     483
 1676     191     245
  677     434     118
  731     793     492
 1675    1837      58
 1887     960     368
 1526    1671      85
  944    1516     371
  874    1980     382
  783    1419     409
   72    1662     164
  923     606     488
 1011     632     438
  627     227     215
  463     503     201
  118    1502     121
 1667     169     451
  902    1568     289
 1475    1516     223
  446    1053     307
 1664     244     315
 1086    1207     471
  760     791      48
  298    1561     346
  288     201     203
 1702     997     283
 1116     158     256
 1063     257     272
 1050     622     203
 1881    1506     381
  982    1177     109
  712    1955     215
 1385    1743     463
  890     969     457
 1327     369      87
 1565    1070     151
 1135     934     453
 1864    1002     230
  171     394     477
 1971    1057     111
  348    1393     151
  890    1961     252
  150    1155     233
 1381    1297      45
   58     243     478
  758     473     321
 1843    1863     416
 1351     839     381
 1624    1978     184
  446    1174     144
 1693     908     445
  719     257     478
 1774     804     455
 1490     790     243
 1359    1763     402
  738     279     187
  523    1996       7
 1032     534     274
  365    1205     390
  434     927     388
 1215    1229     224
 1604    1848     145
   47    1814     440
  769    1116     236
  537     668      24
  337     838     159
 1909    1236     199
   95     492      74
  324     551     484
 1472    1599     180
 1977     375     357
  801    1645     367
 1247     847     357
 1560    1864     246
  346     664      45
  276     660     142
 1499     783     100
 1904    1793      47
 1182     706     336
 1684     621      48
 1795    1725     310
  682      73     247
  218    1087     307
  445     956     110
  328     918     289
   78    1977     100
 1201      94     349
 1896    1470     356
  845     906     335
 1152     769      13
  372     691     439
  765    1458     240
 1623     279     153
 1385     176     121
 1662     252     414
  324    1299     126
 1494     758     499
 1286    1280     217
  942     835     417
  709    1020     236
 1768    1613     137
  674     902     288
 1052     694     381
 1192     829     439
  992     881     399
  156    1992     148
 1717    1955     239
 1770     932     324
 1540    1296     483
  104     560     249
  843     573     133
 1444    1448     250
  389    1843     154
  623     441     202
 1870     992     123
 1543    1843     342
   95    1667     416
  525     386     416
 1337     334     406
 1678    1722     296
  539      85     472
  165    1717     329
  691    1451     370
 1062     708       1
    1     377     403
  390      98     465
  502     493     498
  318    1710      79
 1001     604     320
 1409      78     417
 1265     980      43
 1263     409       2
 1443     489     428
  742     164      43
  859     389     213
  296     628     489
  143     813     299
  739     295     355
 1944     982     282
 1331     113     194
 1449    1797     117
 1201    1335     229
 1439    1625     167
 1667     896     137
 1814    1445     226
  613     884      94
  450    1517     437
 1336     946     253
  103    1581     374
 1879    1349     369
  340    1726     103
 1666    1829     232
  903    1943     153
 1104     323      97
 1031     165     130
 1686     215     128
  798    1586     381
 1779     630     328
 1635     520     328
  494    1718     212
  392    1107      65
  539    1798      24
   91     391     485
 1397    1145     394
  790     324     247
  163    1978     470
   17     909     172
 1512    1030     293
 1167     496     124
  670     726     253
 1972      84     340
  997     630      47
  639    1559     498
  864     116     286
 1064     563     187
   41     967     203
  852    1375     213
 1448    1687     443
  272    1188     468
 1023    1251     399
 1207    1715     162
 1283    1648     292
 1810    1421     347
  895    1676     428
   48    1036     412
  314     709     108
 1476     282     229
  659    1467     230
 1533     627     385
    5    1927     486
  306    1248     238
 1942    1189      84
 1696     853     381
 1421    1098     320
  334     793     402
  755     650     249
  386     923     260
  335     388     410
   80    1561     355
 1049    1631     120
  200    1490     218
  435    1924     201
 1994     465      25
 1013     639      33
 1043    1985     416
 1782    1444     137
 1981     866     267
  462     850       8
 1803    1534     188
 1891    1319     308
 1565    1625     481
 1778     556     358
 1467    1661     328
  577      19      37
  572    1196     215
   39     723      81
  558     486      21
  670     135      63
  910     397      11
 1078     433     469
 1466     450      86
 1685    1411     484
 1420    1670     343
  628      70     122
 1435     743     194
 1408     144     332
 1644     455      59
 1663     393     399
   86     660      47
  369     332     435
 1938    1519      23
  311    1257     238
 1670    1969     324
  736     202     191
 1212    1261     409
 1161    1316     163
  464     718     236
 1831      44     430
  849    1194     162
 1006      75      34
 1018     184     433
 1856      99     189
 1553    1386     413
  913     112     103
  463     743     201
 1817     748     390
  259    1326     185
 1833     714     196
 1135    1446     232
  952     406     335
 1910    1584     230
  123     245     249
 1759    1369     494
 1656     612     186
 1458    1644     162
 1429     871     106
 1598     665     277
 1979      24     226
 1317    1109     492
  303     128      75
 1749     429     225
 1779    1506      57
 1378      85     480
 1084     518     347
  985    1055     500
  923    1797     427
  659    1348     308
  670    1384     159
  356    1656     436
  775    1260     432
 1921     165     445
  379    1466     223
  546    1415     422
  751    1403      37
  267     524     242
 1533    1203      13
  658     728      46
  159    1839     225
 1521     636     467
  816    1092     164
  937    1418     228
   66    1797     441
 1515      79      51
 1855      70      75
  289     235     185
  278    1187     264
 1885    1923     237
  289     548     242
  762    1957      77
  342     849     466
 1454     181     344
 1020    1862     410
   81     808     483
  878     542     404
 1758    1776     291
  720      96      84
 1036    1107     431
 1975     327     363
 1178    1429     158
 1748    1424     238
 1871    1090     385
 1812     717     440
 1053    1924     258
  416     394     474
  367    1537     418
 1948     932       7
  405     650     264
 1849     131     442
 1988     110     147
 1327     725     329
  407    1194     173
  861     496     261
 1402     488     425
 1412     502     144
 1019     729     380
  974    1500     197
  756    1010     405
 1729    1326      65
  843    1553     103
   85     164     197
  973     933     216
 1567     941     232
   26     126     416
  662    1963     351
 1833     537      91
   13     114     434
 1157     628       3
  592     895     408
 1344      73     190
  987    1862     118
  413    1471      52
  368    1796     279
 1183    1864     251
 1003    1862     466
  260    1716     189
  389    1056     332
  478     583       4
 1150    1000     280
  292      32      75
 1084    1373     266
 1782    1319     161
   79    1937      50
 1820    1776     446
  786     885      17
  872    1951      76
  703     158     242
  485      44      76
 1489     888     258
 1122      37     137
  898     267     493
  178     153     303
 1177    1290     284
 1631    1576     173
  431     389     170
 1971    1837     337
  735    1208     257
 1380     447     422
 1770    1148     378
 1185    1380     428
  707     333       6
  966    1305     430
  204    1279     170
  566    1599     133
 1362    1446     173
 1607    1654     363
  787    1292     477
  475    1591     442
   16    1553     320
  386    1266     475
 1012    1756     412
 1440     985     173
 1119    1243     500
 1980     856     495
 1414     298     358
  488     838     212
 1587    1732     167
  779     629     476
  692     830     357
 1910      75     135
 1776    1281      21
  846    1275     164
  574     114     315
  851    1522     372
 1415    1240     384
  189    1554     114
 1514    1783      69
  122    1858     310
  485     261       4
 1908     315     464
  804    1808     248
 1346     900      14
  565    1522     120
  333    1426      75
 1036     456     361
  621     372     417
  157     799      60
 1105     935     407
  464     844     151
  268     138     320
  159     349      54
  269    1489     298
 1507    1716     408
 1938     635     281
  132    1657     381
 1437    1929     130
 1193     419     412
  619     604      73
 1271    1856     343
 1868     763      52
 1951    1572     173
  373     312     120
 1017     456     281
 1961     421     111
  806    1945     463
  308     857     103
  191     408     198
 1702      51     408
  647     609     198
  863     355      15
  406    1627     252
  815     995     356
  959     872     174
  101    1994      35
 1921     477     145
 1593     234     416
  256    1834     416
  985     709     483
  913    1215     398
  946     129     104
  239    1950     321
 1958     345     446
 1110    1156     343
  893     652     334
  904     669      75
 1843     959     393
  798     928     491
   70     987     224
 1759     392     146
 1228     193     486
  640    1650     311
 1083    1185     245
  635    1965     206
 1220    1107     160
  742     633     107
  964    1433     135
 1320     671     245
  459    1982     114
 1059     498     266
 1046    1346     182
   14     916      39
  323    1076     234
  993     355      93
   71     823     429
  274     156     295
 1597    1168     209
 1602    1079      66
 1669    1024     387
  737    1106     341
  138    1277      95
 1951    1299      15
 1308     334     480
 1526    1149     421
 1857     345     255
 1362      20     185
  334    1480     353
  430    1136     479
  390    1303     209
 1612     169      30
  813     160     141
  630    1455      79
  171     651     483
   67    1542      49
  457    1055     359
  572    1416     478
  597    1765     433
 1338    1589     223
 1357     440     238
   99    1938      69
 1111     400     233
  946    1544     383
 1091    1193     451
 1853     278     311
  540     423     320
 1152     121     122
 1165    1022      91
  555     431      61
 1669      50       1
 1727    1490     228
    3    1122     432
 1744      23     450
  331     589     105
 1291    1838     336
   36     805     330
 1211    1988     126
  399    1932     448
 1659     452     314
  243     580     223
  235     610     304
 1223    1866     236
  661    1222     277
 1264     542     475
 1941     271     385
  903    1138     284
 1492    1441     115
 1448     453     323
 1939    1024     497
 1596      39     349
 1134    1438     110
  137     233     191
 1812    1159     381
 1622     598      16
  333     268     273
 1859    1319     109
 1643    1287     482
 1134    1657     455
  416     687      78
 1475    1369      72
 1541    1540     156
  767    1293     376
 1299    1197     295
  727     273     266
  298     333       3
 1535    1957     338
 1268      31     250
 1825    1008      82
  328    1607     313
  716     789     401
 1081    1132     398
 1137    1576     388
   80     219     278
 1926     167     197
  497    1587     268
  415    1903     262
 1870    1011     170
 1881    1986     326
 1192    1256     415
 1868     265     446
   87    1477     103
 1932    1247     296
 1261    1493     297
 1138    1360     279
  689     623     449
  250     333      35
  473      42     451
  911    1767     175
  650    1070     353
  168      96     407
  328     467     452
  961    1203     435
 1461      93      72
 1143     135      93
  487     692      50
 1364    1970     443
  622     623     448
  271    1222     385
 1259     547     432
 1584     241     457
  413     492     186
 1559    1057     422
  665    1682      78
  688    1753     231
 1527    1202     246
  165    1098     348
  704     222      83
  635    1048      94
  583     521     432
 1845    1421     388
  431     905      67
 1726     437      55
 1315    1508     289
 1574    1912     127
  353     400     258
 1541    1970     154
  936     277     399
 1334    1188     197
  491    1964     197
 1012    1592     254
 1677    1429     362
  913     666     141
  957     439       5
  742     764      42
 1925    1789     135
  538     508      36
  975     258     248
 1964     964     444
 1929     720     227
  973    1280     250
  555    1661     370
  149    1243     230
  426    1666     486
 1224    1468     125
  400    1915     179
 1476     702      91
  136     841     181
  806    1505     418
  689      26      64
  577       4      53
  639     875     454
   58      19       7
 1204    1931     179
   61     591     324
 1300    1003     464
  385    1487     244
  730     905     161
  488    1573     128
  977     575     435
  865     488     293
  773     722     113
 1754    1625     105
 1873    1624     374
 1651     538     378
 1630      98      40
  183    1474      93
  574     611     344
 1557     305     284
 1506    1010     179
  506    1705     416
  806     706     116
  583    1888     446
 1915    1981     450
  177    1930     379
   74    1466     379
 1925     926     467
 1367    1402     375
 1200    1586     492
  166      86     186
 1649    1759     384
 1677    1579     241
 1078     187     137
  321     811       7
  572    1570     109
 1960    1186     216
   66     593     315
  511    1635      72
 1372     401      80
  715    1510     377
  785    1624     135
 1383    1980     500
 1062    1515      61
 1514    1702     302
  959    1518     312
  891     445     390
 1992     611     366
  198    1778     349
  168     569      94
   26    1931     101
  405    1932      31
 1753     318     199
 1394    1265     498
  650     259     446
  479     850     378
 1174    1967     229
  180     131     336
  798    1146     210
  392     923     279
  905     651      75
 1886     945     472
  884    1208     399
   65    1142     144
 1158    1338     239
 1382     226     491
    6     752     435
  316    1411     422
  468     156       7
  616     171     416
  375    1787     160
  601    1132     299
  956     499      92
  741    1951     182
  512    1242     355
 1915     680      18
  347    1487     285
 1793    1457     350
  404    1886      35
 1835    1483     351
 1038    1371     292
  828     587     318
 1558     183      62
  462    1100     159
  318     161     205
  914     183     487
  167     399       5
 1932     993     313
  303    1472     298
 1719    1759     498
 1981     612      54
 1091     310     227
  554     725      22
 1607    1221     380
  896     254     277
  250     650       8
  986    1998     470
  701    1548     497
   39    1916     420
 1606     857     163
  165     996     306
 1788     442     234
 1348     470     337
 1634    1891     356
 1326     725      81
 1192    1437     481
  441    1615     175
  340     836     285
 1669     101      94
 1099    1570     114
 1879    1779     270
  447    1721     116
  807     384     347
 1914     763      13
  189    1506     398
  763     186     231
  552     738      69
 1345    1154     340
  492     487     277
 1080    1145      15
 1324    1511     297
 1221     616     116
  717     447     195
 1044     129     431
  960     476      48
  700    1761     268
 1765     856     215
 1043     420     251
 1805     926     178
  588    1601     336
